StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q526_Browser,Q526_Version,Q526_Operating System,Q526_Resolution,QRead,Consent_visual,Gender,Tram_jubilacion,Birth,Educ,EpistemicC_1,EpistemicC_2,EpistemicC_3,EpistemicC_4,EpistemicC_5,EpistemicC_6,HSist,HSist_9_TEXT,FamGroup,Longevidad,MAge,DAge,PStable,PBirth,MoAFP,PlanJubi,PlanJubi_6_TEXT,Advice,PAdvice,Q493,EPension_PuvsPri,sesion,time_consent,time_cotizacion,time_baseline_1,time_t1_1,time_t2_1,time_t3_1,time_baseline_p,time_t1_2,time_t2_2,time_t3_2,time_consent_welcome,UserAge,source,perfil,survey,show-up,UID,useridn,website,name1,name2,name3,name4,Pn1,pn1,name5,name6,name7,name8,verb1,verb2,verb3,noun1,dueño,contratado,un,herido,tetra,lo,solo,ciego,mismo,declarado,el,hn1,noun,dueña,contratada,una,herida,la,sola,ciega,misma,declarada,ella,FL_144_DO,FL_135_DO,FL_169_DO,FL_145_DO,FL_74_DO,FL_249_DO,FL_251_DO,FL_256_DO,FL_270_DO,FL_275_DO,FL_210_DO,FL_229_DO,FL_292_DO,FL_307_DO
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,External Data Reference,Distribution Channel,User Language,Click to write the question text - Navegador,Click to write the question text - Versión,Click to write the question text - Sistema operativo,Click to write the question text - Resolución,"Por favor, confirme que ha leído y entendido las reglas indicadas arriba.","Por favor, confirme si permite o no el registro de su participación mediante fotografías o vídeos.",¿Me identifico como ...? (Por motivos de implementación de la encuesta le presentamos dos opciones),¿Se encuentra usted jubilado/a y/o haciendo trámites para su jubilación?,¿Cuál es su año de nacimiento?,¿Cuál es su nivel de estudios?,¿Qué tan de acuerdo o en desacuerdo está usted con las siguientes afirmaciones? - En situaciones nuevas busco activamente la mayor cantidad de información posible.,¿Qué tan de acuerdo o en desacuerdo está usted con las siguientes afirmaciones? - Click to write Statement 6,¿Qué tan de acuerdo o en desacuerdo está usted con las siguientes afirmaciones? - Siempre estoy buscando experiencias que desafíen mi forma de pensar.,"¿Qué tan de acuerdo o en desacuerdo está usted con las siguientes afirmaciones? - Soy el tipo de persona que disfruta de conocer personas, eventos y lugares desconocidos.",¿Qué tan de acuerdo o en desacuerdo está usted con las siguientes afirmaciones? - Evito trabajos rutinarios.,"¿Qué tan de acuerdo o en desacuerdo está usted con las siguientes afirmaciones? - Dondequiera que voy, busco cosas o experiencias nuevas.",¿A qué sistema previsional de salud pertenece usted? - Selected Choice,¿A qué sistema previsional de salud pertenece usted? - Otro sistema - Texto,"Incluyéndose usted, ¿Cuántas personas viven en su hogar en la actualidad? 
(No considere servicio doméstico, aunque sea puertas adentro).","La edad de fallecimiento de los padres es un buen predictor de su longevidad. Al pensar en su pensión es importante que tome en consideración cuántos años más va a vivir.



Por favor, conteste las siguientes preguntas","Piense en su madre. Si es que falleció, ¿qué edad tenía ella cuando murió?","Ahora piense en su padre. Si es que falleció, ¿qué edad tenía él cuando murió ?","¿Tiene usted una relación de pareja estable? (Una relación de pareja estable puede ser un matrimonio, unión civil o conviviente de cualquier género)",¿Cuál es el año de nacimiento de su pareja?,¿Cuenta con ahorros en alguna Administradora de Fondos de Pensiones (AFP)?,¿Cuál es su plan para jubilarse? - Selected Choice,"¿Cuál es su plan para jubilarse? - Otro (por favor, especifique) - Texto",¿Ha recibido usted alguna vez asesoría de algún especialista en materias de pensiones?,¿Está dentro de sus planes contratar una asesoría en materia de pensiones?,"Considere este perfil para responder las siguientes preguntas:



 
[Field-name5] (65 años) dedicó la mayor parte de su vida a la enseñanza. Como no podía encontrar un trabajo puertas afuera acorde a sus necesidades, [Field-pn1] decidió instalar una guardería en su propia casa. [Field-name5] todavía no tiene intenciones de iniciar su jubilación en su AFP, pues quiere seguir trabajando en su guardería, pero sabe que puede solicitar una pensión del Estado que le sería útil para gastos imprevistos.

 

Considerando su situación, [Field-pn1] quiere saber cuál es la opción de pensión que más le conviene.","En el Sistema de Pensiones de Chile existen dos mecanismos a través de los cuales uno puede acceder a una pensión: el sistema privado con los ahorros acumulados en las AFP y los beneficios públicos de pensión como la Pensión Garantizada Universal. 

 

A continuación le presentaremos información sobre uno de estos dos mecanismos, por favor, escoja el que sea de su mayor interés:",sesion,time_consent,time_cotizacion,time_baseline_1,time_t1_1,time_t2_1,time_t3_1,time_baseline_p,time_t1_2,time_t2_2,time_t3_2,time_consent_welcome,UserAge,source,perfil,survey,show-up,UID,useridn,website,name1,name2,name3,name4,Pn1,pn1,name5,name6,name7,name8,verb1,verb2,verb3,noun1,dueño,contratado,un,herido,tetra,lo,solo,ciego,mismo,declarado,el,hn1,noun,dueña,contratada,una,herida,la,sola,ciega,misma,declarada,ella,FL_144 - Block Randomizer - Display Order,FL_135 - Block Randomizer - Display Order,FL_169 - Block Randomizer - Display Order,FL_145 - Block Randomizer - Display Order,FL_74 - Block Randomizer - Display Order,FL_249 - Block Randomizer - Display Order,FL_251 - Block Randomizer - Display Order,FL_256 - Block Randomizer - Display Order,FL_270 - Block Randomizer - Display Order,FL_275 - Block Randomizer - Display Order,FL_210 - Block Randomizer - Display Order,FL_229 - Block Randomizer - Display Order,FL_292 - Block Randomizer - Display Order,FL_307 - Block Randomizer - Display Order
27/07/2022 05:15,27/07/2022 05:17,IP Address,100,122,TRUE,27/07/2022 05:17,R_3CJlo5Sh6ApqRly,55962,email,ES-ES,Chrome,103.0.0.0,Android 11,412x877,"Sí, he leído y entendido las reglas. Chile, 2022",,F,Sí,,,,,,,,,,,,,,,,,,,,,,,,online,,,,,,,,,,,16:05.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2022 05:21,27/07/2022 05:24,IP Address,100,196,TRUE,27/07/2022 05:24,R_3Jt4ixRQQULtqMa,NA,email,ES-ES,Chrome,103.0.0.0,Android 10,393x851,"Sí, he leído y entendido las reglas. Chile, 2022",,F,No,1968,Postgrado,"Totalmente
de acuerdo",,"De
acuerdo","Ni de acuerdo,
ni en desacuerdo","Totalmente
de acuerdo","De
acuerdo",Sistema Público FONASA grupo D,,2,,61-70,Aún no ha fallecido,Sí,1951,Sí,No sabe,,No,No lo ha pensado,,Beneficios públicos de pensión (PGU),online,,23:26.6,,,,,,,,24:20.8,21:38.3,54,,,OE_USACH_DL_01,6500,5686-2-3-54-,5686,3,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,,,,,,,,,,,,,,,Treatment3-2
27/07/2022 05:25,27/07/2022 05:32,IP Address,100,371,TRUE,27/07/2022 05:32,R_24tSbteSTbnWqD7,NA,email,ES-ES,Chrome,103.0.0.0,Android 10,385x854,"Sí, he leído y entendido las reglas. Chile, 2022",,F,No,1967,Educación Superior Técnico o Universitaria,"Totalmente
de acuerdo",,"Totalmente
de acuerdo","Totalmente
de acuerdo","De
acuerdo","Totalmente
de acuerdo",ISAPRE,,1,,Aún no ha fallecido,81-90,Sí,1968,Sí,Convertir los fondos en un Retiro Programado,,No,No lo ha pensado,,Modalidades privadas de pensión (AFP),online,,28:54.5,,31:37.9,,,,,,,26:18.3,55,,,OE_USACH_DL_01,6500,1505-2-4-55-,1505,4,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,,,,,,,,,,,,,,Treatment1-1,
27/07/2022 05:31,27/07/2022 05:33,IP Address,100,96,TRUE,27/07/2022 05:33,R_3QQ2uzOV7ftykgc,NA,email,ES-ES,Chrome,103.0.0.0,Android 9,393x830,"Sí, he leído y entendido las reglas. Chile, 2022",,F,No,1994,Educación Superior Técnico o Universitaria,,,,,,,,,,,,,,,,,,,,,,online,,,,,,,,,,,31:12.2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2022 05:32,27/07/2022 05:37,IP Address,100,309,TRUE,27/07/2022 05:37,R_3qX2V0hqsRF2P1V,NA,email,ES-ES,Safari iPhone,15.5,iPhone,414x896,"Sí, he leído y entendido las reglas. Chile, 2022",,M,No,1961,Postgrado,"De
acuerdo",,"De
acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo",ISAPRE,,1,,Aún no ha fallecido,Aún no ha fallecido,No,,Sí,Convertir los fondos en una Renta Vitalicia,,Sí,No,,Modalidades privadas de pensión (AFP),online,,36:26.9,,,37:36.5,,,,,,33:49.6,61,,,OE_USACH_DL_01,6500,9273-1-5-61-,9273,5,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él,,,,,,,,,,,Treatment2-1,,,
27/07/2022 05:27,27/07/2022 05:38,IP Address,100,684,TRUE,27/07/2022 05:39,R_2XaioDymePYSXCB,69711,email,ES-ES,Safari iPhone,12.1.2,iPhone,375x667,"Sí, he leído y entendido las reglas. Chile, 2022",,M,No,1971,Educación Superior Técnico o Universitaria,"Totalmente
de acuerdo",,"De
acuerdo","Totalmente
de acuerdo","De
acuerdo","De
acuerdo",ISAPRE,,2,,Más de 90,61-70,Sí,1976,Sí,Convertir los fondos en una Renta Vitalicia,,No,Sí,,Modalidades privadas de pensión (AFP),online,,33:23.7,,38:22.7,,,,,,,28:37.2,51,,,OE_USACH_DL_01,6500,1026-1-4-51-,1026,4,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él,,,,,,,,,,,Treatment1-1,,,
27/07/2022 05:40,27/07/2022 05:48,IP Address,100,509,TRUE,27/07/2022 05:48,R_Op57MushKwE4xUd,56836,email,ES-ES,Safari,4,Android 11,393x851,"Sí, he leído y entendido las reglas. Chile, 2022",,M,No,1970,Educación Media científico-humanista o Técnica,"Totalmente
de acuerdo",,"Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo",Sistema Público FONASA grupo D,,5,,Aún no ha fallecido,51-60,Sí,1971,Sí,Convertir los fondos en una Renta Vitalicia,,No,No,,Modalidades privadas de pensión (AFP),online,,46:56.2,,,,48:28.3,,,,,41:23.7,52,,,OE_USACH_DL_01,6500,577-1-6-52-,577,6,Francisco,Mauricio,Pedro,Carlos,El,el,Santiago,Juan,Luciano,Gabriel,cansado,delicado,contento,,,,,,tetrapléjico,,,,,,,esposa,beneficiaria,dueño,contratado,un,herido,lo,solo,ciego,mismo,declarado,él,,,,,,,,,,,Treatment3-1,,,
27/07/2022 05:50,27/07/2022 05:51,IP Address,100,62,TRUE,27/07/2022 05:51,R_3lXic4Z3MpnEZrl,NA,email,ES-ES,Safari iPhone,15.5,iPhone,375x667,"Sí, he leído y entendido las reglas. Chile, 2022",,F,Sí,,,,,,,,,,,,,,,,,,,,,,,,online,,,,,,,,,,,50:52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2022 05:43,27/07/2022 05:52,IP Address,100,563,TRUE,27/07/2022 05:52,R_ehTv9nQE2dHfJrH,NA,email,ES-ES,Chrome,103.0.0.0,Android 11,360x800,"Sí, he leído y entendido las reglas. Chile, 2022",,F,No,1971,Educación Superior Técnico o Universitaria,"Totalmente
de acuerdo",,"Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo","Totalmente
de acuerdo",ISAPRE,,4,,Aún no ha fallecido,61-70,Sí,1971,Sí,Convertir los fondos en una Renta Vitalicia,,No,No lo ha pensado,,Beneficios públicos de pensión (PGU),online,,49:59.1,,,,,52:08.3,,,,46:39.2,51,,,OE_USACH_DL_01,6500,4524-2-8-51-,4524,8,Paulina,Ximena,Daniela,Mariana,Ella,ella,Isabel,Catalina,Josefa,Gabriela,cansada,delicada,contenta,beneficiario,dueña,contratada,una,herida,tetrapléjica,la,sola,ciega,misma,declarada,ella,esposo,,,,,,,,,,,,,,,,,,,,,,,,,Baseline-publico
